run_id,app_type,microphone,camera,screen,duration,app,network,memory,energy,cpu
178-e,electron,1,1,1,8,2,15.5870031248933,1.32641967392608,4.02817284745644,-1.11437888772637
179-e,electron,1,0,1,8,1,12.5604386275886,0.866827614286839,4.03118401105728,-1.20689248510293
18-e,electron,1,0,0,2,1,10.6538025330588,0.568424592873378,2.46554258546258,-1.4420372621634
180-e,electron,1,1,1,8,3,16.884390450516,1.57283985405337,4.03970076308733,-1.03742983685902
181-e,electron,1,1,0,2,3,14.3156693573345,1.29598803886473,2.4452931414223,-1.11186311525398
182-e,electron,1,0,1,2,3,11.1673636007707,1.44789515389224,2.44653226176848,-1.10843216093397
183-e,electron,1,1,1,2,2,13.0141874312077,1.32641967392608,2.43490805747299,-1.12150210893914
184-e,electron,1,0,0,8,3,12.9737032120191,1.1224321540833,4.039291567031,-1.28114039047118
185-e,electron,1,0,0,8,1,11.2259489826393,0.74892728287897,4.03831136454336,-1.36502968180154
186-e,electron,1,0,0,2,3,10.3657823069057,1.10210531193272,2.44701100504882,-1.28072935647329
187-e,electron,1,0,1,2,1,10.7109961845466,0.871802522673031,2.44785811454254,-1.20181204056208
188-e,electron,1,1,0,8,1,15.8434660755049,0.76741582607394,4.02282852337827,-1.05442254730918
189-e,electron,1,1,0,2,2,13.0479400837137,1.35081851078288,2.44539336549444,-1.10418406648665
19-e,electron,1,1,1,2,1,11.0895081830387,0.874615589247869,2.45730829753137,-1.26751578830424
190-e,electron,1,0,1,2,3,11.023767315292,1.4478591480974,2.45662234243699,-1.10665597943096
191-e,electron,1,0,0,8,2,15.5850139581918,0.97862453261883,4.05003022098993,-1.25846324855595
192-e,electron,1,1,0,2,2,13.0636729348353,1.32337775885713,2.44181808306623,-1.08458812431308
2-e,electron,1,1,1,8,1,15.490094478357,0.8972758096663,4.0393690395954,-1.15820210003387
20-e,electron,1,0,0,8,1,11.4861823682939,0.551002206327223,4.05824723911691,-1.44499862363419
21-e,electron,1,0,1,2,2,15.1473717183944,1.30459687936809,2.44062642383721,-0.900251421417035
22-e,electron,1,0,1,2,1,11.3748243619872,0.877532040550426,2.44733622027768,-1.19291556115109
23-e,electron,1,1,0,8,2,16.4125959917256,1.08966931276796,4.02580148195184,-1.18532149654168
24-e,electron,1,1,1,2,1,13.1907680738931,0.919955466441497,2.45912799778851,-1.17603713379226
25-e,electron,1,1,1,8,1,15.292289914202,0.970752732926293,4.05334778825363,-1.18939964790887
26-e,electron,1,1,0,8,2,16.4121787359943,1.08966931276796,4.03404064002043,-1.20186120482097
27-e,electron,1,0,1,2,2,14.6826181176309,1.31432789399936,2.46311082086053,-1.06966577107033
28-e,electron,1,0,0,2,2,13.0451050054763,0.973445019870218,2.41502401178703,-1.31671344580387
29-e,electron,1,0,0,8,3,10.7621021536253,1.08124716604775,4.01961810907502,-1.36104024773037
3-e,electron,1,0,0,8,3,10.7679030659844,1.05301687013307,4.04977408323806,-1.30317723049881
30-e,electron,1,0,1,8,2,17.4472755029089,1.28493383384249,4.05449936913349,-1.06083555858863
31-e,electron,1,1,0,8,2,16.424956474326,1.09537316977095,4.03803289365447,-1.18207882585054
32-e,electron,1,0,1,8,1,12.5868746644743,0.864153407737737,4.02911698421639,-1.19720446515839
33-e,electron,1,0,1,2,2,14.7629344132883,1.23511282979566,2.47072989156821,-1.06517737734564
34-e,electron,1,0,0,2,3,8.56485675345672,1.08916891592789,2.44028947635323,-1.38546071717087
35-e,electron,1,0,1,2,1,10.8478790857479,0.871688651000741,2.44715785263351,-1.21160831268734
36-e,electron,1,0,0,2,1,10.6665405011691,0.7038941413377,2.42512447722803,-1.3418420612697
37-e,electron,1,0,0,8,3,10.846772676365,1.07778253367903,4.0329094925457,-1.35182377049095
38-e,electron,1,0,1,2,3,9.38932943613527,1.44887935199423,2.48680629931212,-1.28910841398331
39-e,electron,1,0,0,8,1,11.5020072991421,0.730141436399105,4.00322730592453,-1.35265025199021
4-e,electron,1,1,1,2,2,15.1307367145864,1.44379115412097,2.42563872316169,-1.04156288544664
40-e,electron,1,0,1,2,1,10.8614671868349,0.878500592411232,2.45722634935896,-1.1953739267921
41-e,electron,1,0,0,2,3,8.5575783449575,1.08916891592789,2.45693409236485,-1.36459202605263
42-e,electron,1,1,1,2,1,12.9829762836016,0.931601713580767,2.45561748538679,-1.18426317014205
43-e,electron,1,0,0,2,2,13.0441226321051,1.00722885010534,2.42436377338853,-1.30724007679017
44-e,electron,1,1,0,2,3,14.2798426697225,1.32740608593586,2.47955138592746,-1.27080241055868
45-e,electron,1,0,0,8,1,11.4678854560328,0.73952928525321,4.01003439348951,-1.36709730100762
46-e,electron,1,0,1,8,2,17.4709611886036,1.2735351010163,4.06198378519132,-1.10619607263718
47-e,electron,1,1,1,8,1,15.5714237703195,0.871153472560867,4.06019225221799,-1.18198294829103
48-e,electron,1,0,0,8,1,11.4976822051721,0.733987317875184,4.00138616237413,-1.35206853619724
49-e,electron,1,1,1,8,1,15.1756548095842,0.825650344861492,4.04800451272389,-1.18253440211092
5-e,electron,1,1,0,8,3,16.8893983671572,1.32766755817227,4.0526921092339,-1.15985619948494
50-e,electron,1,1,0,8,3,16.8169548460075,1.3160969465225,4.06862522878286,-1.29127510203755
51-e,electron,1,0,1,2,2,14.7564804617371,1.26712450456703,2.46081693736318,-1.09347946598621
52-e,electron,1,1,1,2,1,12.9088791277674,0.911673037309868,2.45414370669115,-1.17235807077962
53-e,electron,1,1,1,8,2,17.8207961832807,1.43182278900217,4.05563310913683,-1.08535781263318
54-e,electron,1,1,1,8,2,17.846700468481,1.43134333240146,4.05551060043452,-1.08209114483241
55-e,electron,1,1,1,2,3,14.1904624505416,1.58076736927872,2.48470302769775,-1.16537845797924
56-e,electron,1,1,1,8,2,17.8307339783986,1.43667831822079,4.05545772750038,-1.07843278928135
57-e,electron,1,1,1,8,3,16.5100566228004,1.56921706885305,4.0821321093109,-1.16742367339105
58-e,electron,1,0,0,8,3,10.8140003528084,1.08174718979546,4.02248931824213,-1.34965579587606
59-e,electron,1,0,0,8,3,10.7394873086131,1.07007837932426,4.02346581356574,-1.37100170822703
6-e,electron,1,0,0,2,1,10.344183736388,0.707392855432596,2.44804072214004,-1.37930643253867
60-e,electron,1,0,0,8,1,11.5055612580408,0.725333689920829,4.00837644846388,-1.34816408761823
61-e,electron,1,0,0,2,3,8.54586334787244,1.08916891592789,2.43648876985368,-1.3789540047174
62-e,electron,1,1,0,2,1,13.5919870024344,0.795119498139625,2.43736223594875,-1.1067217000158
63-e,electron,1,0,0,8,2,15.5687007770194,0.980858304286935,4.01720620192534,-1.3253014780084
64-e,electron,1,1,1,8,2,17.8188893109146,1.4432872461175,4.06384868064469,-1.05956606881858
65-e,electron,1,0,1,8,2,17.468272599583,1.25261319979836,4.06699876482412,-1.09767646567801
66-e,electron,1,1,1,8,1,15.4547713569353,0.801400522388177,4.05829715675095,-1.18373453607213
67-e,electron,1,1,0,8,1,15.8675564834667,0.648889190983841,4.04959586915029,-1.11555097690944
68-e,electron,1,0,1,2,2,14.72215633287,1.24510472372313,2.46157669710292,-1.07743567272613
69-e,electron,1,0,0,8,2,15.5890792810527,0.964312601923729,4.00413618092694,-1.31190209304994
7-e,electron,1,0,1,8,3,11.6504018295044,1.43304548623103,4.04057686809289,-1.09233628147677
70-e,electron,1,0,0,2,2,13.0365739435204,0.971466003247912,2.42180076934333,-1.30331886583532
71-e,electron,1,1,0,2,3,14.0802376905817,1.32740608593586,2.47184529700143,-1.28237497590465
72-e,electron,1,1,0,2,1,13.4836295136438,0.808104341889323,2.45483220701671,-1.10355079673586
73-e,electron,1,1,1,8,1,15.2109219014865,0.875993956060974,4.07452852960347,-1.1908768394108
74-e,electron,1,0,1,8,3,11.5793304563606,1.44481102951292,4.07742092126615,-1.27209976834814
75-e,electron,1,1,0,2,1,13.5943553561351,0.701983311574603,2.44660299763331,-1.09672283653078
76-e,electron,1,1,1,2,2,15.0832272113634,1.44379115412097,2.46237031418711,-1.07046506198086
77-e,electron,1,1,0,2,1,13.5346668487991,0.702944259918034,2.46467292195621,-1.10946443333644
78-e,electron,1,1,1,8,2,17.8649717714435,1.44099591842221,4.05849907571003,-1.08347750639077
79-e,electron,1,1,0,2,3,14.1998436960304,1.32740608593586,2.47110287781737,-1.31193079753429
8-e,electron,1,1,1,8,3,16.7740264647076,1.56795720056261,4.03136663906345,-1.03919895544177
80-e,electron,1,1,0,2,2,13.8140890741139,1.09115900537631,2.45441180556524,-1.19461855661283
81-e,electron,1,0,1,2,2,14.7729768053242,1.26057562489119,2.42950930319858,-1.08715630506825
82-e,electron,1,0,1,8,2,17.4863407038673,1.29667556690539,4.03382051058599,-1.08655640955203
83-e,electron,1,1,1,2,2,15.1351590112797,1.43769761806085,2.4437789236491,-1.06335885927726
84-e,electron,1,1,1,8,3,16.6281057539081,1.57336093758928,4.05961612396746,-1.06454989943431
85-e,electron,1,0,1,8,1,12.4895520032229,0.863174952239027,4.03441485682031,-1.22180960522887
86-e,electron,1,0,1,8,1,12.6395874514857,0.864881626861034,4.03348691516159,-1.22461590015748
87-e,electron,1,1,0,2,3,14.2662362373452,1.25912213289643,2.4809700733981,-1.15987952046808
88-e,electron,1,0,0,8,3,17.1938826817546,1.16770035913752,4.03773763444774,-1.26681735396994
89-e,electron,1,0,0,2,2,13.0515322872382,0.974434675142589,2.44937896791394,-1.33003784735602
9-e,electron,1,0,1,8,3,11.5875838016028,1.44481102951292,4.04014752760722,-1.13294183063639
90-e,electron,1,1,1,8,2,17.8434678679852,1.44073202260707,4.02418587083326,-1.06953963058719
91-e,electron,1,1,0,2,3,14.0062543552269,1.25411311913593,2.47698553355151,-1.15931999965761
92-e,electron,1,0,0,2,2,13.0445593060718,0.967543647348464,2.45237031833489,-1.33638910175724
93-e,electron,1,1,0,8,1,15.8928492409793,0.763802786377875,4.02018393471698,-1.09949987240862
94-e,electron,1,1,0,2,1,13.4938954766311,0.783540478818115,2.44023805044137,-1.09326365908343
95-e,electron,1,1,0,8,3,16.5333428798396,1.32691881200965,4.03838601636133,-1.13443351959505
96-e,electron,1,1,0,8,1,15.9117933935638,0.763802786377875,4.02604371423201,-1.10047823859151
97-e,electron,1,1,0,2,2,13.7878595340795,1.09117064442017,2.45688339824549,-1.17794261922171
98-e,electron,1,1,0,8,1,15.8949684768391,0.730679532656691,4.02065096974305,-1.10163192188306
99-e,electron,1,0,0,8,2,15.5892571386426,0.964289608918414,4.05421854604253,-1.3224356895597
